state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
SC,112,415, no, no,0,266,97,4522,2146,94,1824,3062,100,1378,142,2,383,2, True
NJ,108,415, no, yes,41,1716,110,2917,1361,78,1157,1834,103,825,108,7,292,0, False
AZ,100,510, no, no,0,787,98,1338,2256,102,1918,1504,106,677,14,8,378,0, False
RI,121,510, no, yes,20,2119,110,3602,2151,120,1828,2385,107,1073,94,2,254,0, False
SD,116,415, no, no,0,637,101,1083,1958,95,1664,2101,87,945,10,6,27,1, False
NH,161,415, no, no,0,1734,100,2948,2137,74,1816,1415,69,637,115,4,311,1, False
AL,19,415, yes, no,0,2377,98,4041,2071,121,176,1822,95,82,45,4,122,0, False
WV,104,415, no, no,0,2259,123,384,1628,106,1384,2721,85,1224,101,4,273,1, False
ID,119,415, yes, yes,32,173,101,2941,2094,93,178,2311,91,104,122,4,329,0, False
MD,125,415, no, no,0,2249,102,3823,1438,87,1222,1989,105,895,8,2,216,0, False
IN,156,510, no, no,0,2377,122,4041,1815,91,1543,1857,151,836,77,4,208,1, False
WY,109,415, no, no,0,137,128,2329,217,116,1845,1821,86,819,10,5,27,2, False
NH,95,510, no, no,0,1425,109,2423,1761,107,1497,1896,88,853,82,3,221,2, False
MN,90,408, no, no,0,1424,126,2421,1262,118,1073,2742,71,1234,46,4,124,1, False
MA,105,415, no, yes,21,147,112,2499,1973,43,1677,2674,93,1203,87,3,235,2, False
NH,101,510, no, no,0,2203,124,3745,1886,101,1603,2784,98,1253,106,4,286,1, False
MN,95,415, no, no,0,1492,96,2536,2607,116,2216,201,120,905,81,2,219,1, False
IA,123,415, no, no,0,2044,88,3475,1375,111,1169,226,100,1017,10,4,27,0, False
NY,160,408, no, no,0,2168,77,3686,2073,117,1762,2286,117,1029,56,2,151,1, False
AL,141,510, no, yes,28,308,123,5236,2478,128,2106,1529,103,688,74,3,2,1, False
WV,87,415, no, no,0,58,125,986,675,116,574,1859,136,837,115,3,311,0, False
NM,81,415, no, no,0,1732,80,2944,2362,94,2008,2402,84,1081,118,6,319,2, False
CA,75,415, no, yes,19,2103,90,3575,2418,87,2055,2157,102,971,131,3,354,4, False
MA,126,408, no, yes,24,589,125,1001,3055,90,2597,1589,73,715,121,6,327,0, False
ME,28,415, no, no,0,2368,102,4026,1671,87,142,2802,115,1261,97,3,262,3, False
FL,153,415, no, no,0,2289,102,3891,1607,136,1366,2031,109,914,125,2,338,0, False
NH,97,408, no, yes,32,90,87,153,2763,113,2349,1852,107,833,86,6,232,2, True
IN,115,408, no, no,0,1467,128,2494,1062,74,903,1977,104,89,111,4,3,2, False
WI,95,408, no, no,0,2373,83,4034,154,65,1309,237,105,1067,112,6,302,1, False
MA,17,415, yes, no,0,1628,118,2768,2296,91,1952,3327,94,1497,136,3,367,0, True
NH,105,415, no, yes,20,1869,114,3177,2563,91,2179,3347,104,1506,89,2,24,1, False
TX,121,415, no, no,0,861,100,1464,2598,113,2208,148,79,666,91,9,246,2, False
NC,125,408, no, no,0,2123,89,3609,2154,127,1831,1868,73,841,113,2,305,2, False
CT,124,415, no, no,0,151,98,2567,1206,119,1025,1528,81,688,92,2,248,2, False
NJ,35,408, no, no,0,1586,67,2696,1304,96,1108,2298,80,1034,69,5,186,2, False
WY,134,510, no, no,0,296,93,5032,2264,117,1924,2468,98,1111,123,10,332,0, True
LA,123,510, no, yes,32,2123,77,3609,2515,78,2138,2087,85,939,66,2,178,3, False
NV,124,415, no, no,0,2344,61,3985,1793,111,1524,2855,117,1285,104,6,281,3, False
WV,133,510, no, no,0,1768,92,3006,1875,97,1594,1968,88,886,65,3,176,2, False
AR,185,415, no, yes,19,1573,123,2674,2577,94,219,1904,107,857,96,6,259,0, False
SC,1,415, no, yes,26,1466,68,2492,1728,67,1469,1738,113,782,10,2,27,1, False
KS,107,415, no, no,0,2605,108,4429,1024,110,87,1297,148,584,98,5,265,1, False
NY,91,415, no, yes,20,1461,98,2484,2774,104,2358,1377,100,62,62,3,167,1, False
MI,178,408, yes, no,0,1245,134,2117,1412,78,12,2682,113,1207,114,2,308,2, True
MA,123,415, no, no,0,2094,49,356,2374,117,2018,2392,98,1076,98,11,265,1, False
UT,170,415, no, no,0,2857,44,4857,1675,144,1424,260,97,117,87,4,235,1, True
HI,135,415, no, no,0,1909,44,3245,1614,109,1372,2319,100,1044,84,2,227,1, False
PA,85,408, no, no,0,1444,88,2455,2646,105,2249,1854,94,834,99,3,267,1, False
OR,134,415, no, yes,50,2088,130,355,1329,104,113,1367,107,615,111,4,3,2, False
TN,148,415, no, yes,36,776,141,1319,207,60,176,2557,115,1151,109,2,294,1, False
CT,93,415, no, no,0,2711,101,4609,2374,133,2018,1454,103,654,84,6,227,1, True
AZ,138,415, no, no,0,2408,104,4094,1445,92,1228,1257,98,566,116,1,313,0, False
OR,159,510, no, no,0,1148,98,1952,1926,101,1637,259,108,1166,122,5,329,0, False
DE,103,415, no, yes,34,1388,80,236,142,108,1207,1838,77,827,118,7,319,1, False
MA,150,408, no, yes,27,2098,112,3567,155,80,1318,2515,111,1132,72,6,194,0, False
CT,37,408, no, no,0,1349,98,2293,2484,130,2111,2362,113,1063,147,2,397,3, False
AR,33,415, yes, no,0,164,99,2788,1531,102,1301,1238,104,557,64,4,173,0, False
SD,55,415, no, no,0,2455,130,4174,1927,54,1638,1417,83,638,91,4,246,1, False
CT,134,408, no, yes,32,803,94,1365,1999,124,1699,1708,117,769,166,3,448,0, False
CT,107,408, no, no,0,907,90,1542,2075,109,1764,1694,96,762,56,5,151,2, False
MA,80,408, no, yes,36,1903,115,3235,2566,78,2181,2149,145,967,38,4,103,1, False
MS,78,408, no, no,0,1086,108,1846,2099,126,1784,2226,117,1002,79,5,213,1, True
MT,85,408, no, yes,17,898,88,1527,2332,75,1982,1657,116,746,93,7,251,4, True
AK,61,415, no, yes,15,2524,106,4291,1878,69,1596,2596,137,1168,10,3,27,2, False
DE,97,415, no, yes,32,1834,94,3118,2691,120,2287,2035,38,916,67,4,181,5, False
OH,136,408, yes, no,0,1834,103,3118,1419,113,1206,2004,122,902,104,9,281,2, False
MN,135,408, no, no,0,1552,100,2638,1359,84,1155,1846,82,831,38,9,103,3, False
CA,87,415, no, yes,19,1658,122,2819,1869,89,1589,2497,78,1124,0,0,0,1, False
OH,165,510, no, no,0,2094,67,356,2738,89,2327,1502,88,676,128,1,346,0, False
NV,148,415, no, no,0,2793,104,4748,2016,87,1714,2808,99,1264,79,2,213,2, True
SC,99,415, no, no,0,1741,102,296,991,118,842,2116,126,952,77,2,208,2, False
WV,123,415, no, no,0,1757,78,2987,1846,96,1569,1569,92,706,91,2,246,2, False
NM,127,415, yes, no,0,2565,87,4361,2221,101,1888,1567,122,705,13,3,351,1, False
WY,151,415, no, no,0,1702,89,2893,1875,83,1594,1195,100,538,43,3,116,0, False
CA,185,408, no, no,0,1396,92,2373,2502,115,2127,1581,79,711,108,4,292,1, False
KS,65,415, no, yes,34,2088,119,355,1421,106,1208,2146,87,966,125,4,338,4, False
WY,58,510, no, no,0,2101,126,3572,2489,108,2116,1586,88,714,144,2,389,4, False
OK,104,415, no, no,0,1136,87,1931,1586,98,1348,1877,87,845,105,6,284,2, False
UT,44,415, no, no,0,2026,89,3444,163,96,1386,2681,151,1206,83,3,224,0, False
MA,58,408, no, no,0,1744,112,2965,2658,122,2259,1824,87,821,0,0,0,4, False
UT,108,415, no, no,0,2106,117,358,1642,103,1396,2014,68,906,94,5,254,0, False
MN,132,510, no, no,0,1215,88,2066,253,124,2151,1957,120,881,107,4,289,1, False
NE,80,415, no, no,0,1278,67,2173,1816,112,1544,1973,63,888,159,2,429,2, False
OH,162,415, no, no,0,1352,98,2298,242,107,2057,2469,96,1111,102,2,275,2, False
KY,110,510, no, no,0,994,62,169,275,86,2338,2121,94,954,167,3,451,2, False
WA,96,415, no, no,0,2769,105,4707,2469,94,2099,2544,107,1145,103,3,278,1, True
NY,168,408, no, no,0,1634,134,2778,2401,87,2041,164,147,738,116,2,313,2, True
IN,72,510, no, no,0,2874,116,4886,2353,126,20,2921,114,1314,5,3,135,4, True
CO,125,408, no, yes,23,1205,104,2049,2278,115,1936,1585,100,713,102,3,275,1, False
DC,170,510, no, no,0,1841,106,313,2049,70,1742,2243,133,1009,98,3,265,2, False
AK,71,510, no, no,0,185,84,3145,2325,129,1976,1911,82,86,149,4,402,3, False
SC,124,415, no, no,0,1609,109,2735,1442,152,1226,1204,97,542,129,12,348,1, False
KS,68,415, no, no,0,2076,68,3529,2516,123,2139,1916,100,862,109,6,294,2, False
UT,97,415, no, no,0,2092,134,3556,0,0,0,1754,94,789,118,6,319,1, False
IL,98,510, yes, no,0,1584,71,2693,3066,66,2606,1442,93,649,21,4,57,1, False
DC,24,408, no, no,0,149,73,2533,131,81,1114,2386,69,1074,86,3,232,2, True
DC,136,510, no, no,0,2045,63,3477,2088,95,1775,224,119,1008,98,2,265,0, False
OK,44,408, no, no,0,2888,86,491,1759,87,1495,2154,106,969,95,2,257,0, True
KY,96,415, no, yes,40,1086,90,1846,2064,154,1754,1263,118,568,134,4,362,0, False
NE,31,415, no, no,0,975,129,1658,2604,78,2213,887,100,399,7,5,189,1, False
AL,72,415, no, no,0,1665,102,2831,261,103,2219,2627,85,1182,133,5,359,0, False
HI,24,415, no, no,0,1562,104,2655,90,101,765,2051,116,923,73,5,197,1, False
SC,112,415, no, yes,31,2252,89,3828,2568,117,2183,2497,87,1124,115,1,311,4, False
GA,117,415, yes, no,0,2874,118,4886,2596,84,2207,1532,86,689,10,3,27,1, True
KS,137,415, no, yes,19,1753,96,298,2413,146,2051,2114,109,951,78,2,211,0, False
PA,136,408, no, no,0,1021,75,1736,2195,97,1866,737,92,332,98,5,265,0, False
UT,95,415, no, no,0,1579,103,2684,2596,90,2207,230,117,1035,14,2,378,0, False
OR,82,415, no, yes,19,1465,73,2491,2464,65,2094,199,114,896,41,4,111,1, False
ND,145,415, no, no,0,2458,116,4179,2867,91,2437,2407,115,1083,9,13,243,1, True
KY,56,415, yes, no,0,1777,114,3021,2156,110,1833,2367,67,1065,105,5,284,1, False
MN,155,408, yes, no,0,2508,146,4264,1525,105,1296,1481,104,666,10,5,27,2, False
OH,133,408, no, no,0,1178,100,2003,1992,105,1693,2441,119,1098,118,4,319,0, True
TX,53,415, no, no,0,1197,113,2035,1897,84,1612,2562,108,1153,129,7,348,2, False
WY,123,415, no, no,0,2422,87,4117,2261,101,1922,2686,121,1209,82,3,221,5, True
GA,136,415, no, no,0,1634,83,2778,2493,119,2119,2497,90,1124,98,4,265,7, False
TX,57,415, no, no,0,161,113,2737,208,134,1768,2081,81,936,84,4,227,3, False
WV,62,408, no, no,0,1287,111,2188,1695,104,1441,1936,97,871,103,5,278,1, False
NM,112,415, no, no,0,816,94,1387,2681,112,2279,1408,75,634,86,18,232,1, False
MI,55,415, no, yes,20,2077,91,3531,1997,113,1697,2165,110,974,73,1,197,1, False
NC,95,408, no, no,0,1286,115,2186,2162,88,1838,2553,96,1149,63,2,17,6, True
NY,125,415, no, no,0,2333,65,3966,2098,93,1783,2106,109,948,91,4,246,1, False
TX,1,415, no, no,0,1821,106,3096,1349,106,1147,1523,75,685,10,3,27,5, True
KY,98,415, no, yes,36,168,81,2856,1632,125,1387,1727,120,777,8,2,216,6, True
SD,105,415, no, no,0,2516,88,4277,1751,103,1488,1844,112,83,54,5,146,1, False
ID,113,415, no, yes,30,1838,102,3125,1834,123,1559,235,52,1058,116,7,313,0, False
OR,99,408, no, no,0,2564,44,4359,2145,105,1823,2337,75,1052,79,1,213,3, True
WI,103,415, no, no,0,1802,134,3063,977,85,83,1817,134,818,84,3,227,1, False
WV,177,408, no, no,0,2278,81,3873,1618,97,1375,217,106,976,8,5,216,1, False
SC,149,415, no, yes,20,1478,132,2513,2768,94,2353,1499,110,675,102,6,275,0, False
CT,160,415, no, no,0,2349,136,3993,2708,134,2302,2193,101,987,139,2,375,1, True
NV,116,408, no, no,0,1109,54,1885,2134,82,1814,1862,116,838,79,2,213,2, False
ND,90,415, no, yes,22,1245,94,2117,2317,90,1969,2222,108,10,64,12,173,1, False
MI,148,415, yes, no,0,2335,81,397,1877,71,1595,1223,97,55,96,2,259,0, True
MT,147,415, no, yes,35,1973,134,3354,1411,99,1199,2121,90,954,101,4,273,2, True
NE,95,510, no, no,0,582,96,989,2021,126,1718,2105,97,947,104,5,281,0, False
UT,201,510, no, no,0,2127,72,3616,2252,90,1914,1951,99,878,7,6,189,1, False
WV,80,415, no, no,0,1515,89,2576,1317,78,1119,2353,131,1059,118,4,319,0, False
AR,122,415, yes, no,0,1463,117,2487,2187,93,1859,236,97,1062,115,5,311,1, False
MT,132,408, no, no,0,1951,100,3317,1488,95,1265,2245,117,101,67,2,181,0, False
UT,83,510, no, no,0,2089,71,3551,2148,92,1826,2479,108,1116,13,5,351,1, False
HI,99,408, no, no,0,1357,107,2307,2084,103,1771,209,95,94,88,3,238,7, True
KS,84,415, no, no,0,2259,86,384,2756,105,2343,2014,108,906,143,3,386,3, True
NY,46,415, no, no,0,1222,67,2077,1672,62,1421,1948,98,877,97,6,262,1, False
OH,87,510, no, no,0,1533,106,2606,2245,117,1908,2734,152,123,89,5,24,2, False
HI,150,415, no, no,0,214,117,3638,1924,89,1635,2426,99,1092,79,4,213,1, False
KS,73,408, no, no,0,1948,112,3312,1672,85,1421,1003,61,451,108,6,292,1, False
IN,7,415, no, no,0,2067,87,3514,2811,83,2389,1585,77,713,11,5,297,3, False
OR,89,415, no, yes,12,188,105,3196,1513,107,1286,2019,132,909,105,3,284,2, False
NY,131,408, yes, no,0,1223,83,2079,1188,94,101,1479,95,666,137,3,37,3, True
VA,105,415, no, no,0,2593,96,4408,1752,97,1489,2224,36,1001,12,5,324,3, False
MI,108,408, yes, no,0,1151,114,1957,2113,70,1796,1361,85,612,138,3,373,2, True
ID,47,415, no, yes,28,1729,109,2939,1376,94,117,2038,109,917,83,6,224,1, False
MO,101,415, yes, no,0,1564,116,2659,1304,114,1108,2073,109,933,73,5,197,1, False
AL,182,415, no, yes,24,1281,104,2178,1434,127,1219,191,98,859,116,3,313,1, False
OR,161,408, no, no,0,1966,73,3342,1702,79,1447,1943,79,874,125,3,338,1, False
VT,128,408, no, no,0,2279,130,3874,3026,71,2572,1915,82,862,55,7,149,1, True
AZ,69,415, no, yes,31,1949,63,3313,1916,90,1629,153,129,689,132,2,356,2, False
VA,113,408, no, yes,34,449,63,763,1342,82,1141,1684,118,758,133,3,359,1, False
PA,87,408, no, yes,30,2628,114,4468,2158,130,1834,1548,88,697,78,2,211,0, False
CO,71,415, no, no,0,2112,70,359,2527,122,2148,2258,104,1016,123,3,332,0, False
KY,76,415, no, no,0,204,69,3468,2251,110,1913,2403,85,1081,96,5,259,1, False
NJ,87,510, no, no,0,2232,109,3794,1275,86,1084,2893,83,1302,145,4,392,3, False
IL,117,408, no, no,0,119,82,2023,1875,108,1594,1893,97,852,115,3,311,1, False
WA,177,415, no, no,0,2661,91,4524,2252,79,1914,2247,58,1011,89,8,24,3, True
WV,95,415, no, no,0,1344,104,2285,1524,95,1295,2365,80,1064,94,3,254,1, False
RI,76,415, no, no,0,1711,78,2909,2572,83,2186,916,92,412,162,3,437,1, False
OH,66,415, no, no,0,1705,103,2899,2543,77,2162,1973,138,888,105,2,284,2, False
MO,110,415, no, no,0,1785,124,3035,1469,141,1249,2171,102,977,99,7,267,1, False
MD,204,510, no, no,0,2052,145,3488,1548,95,1316,1914,77,861,141,5,381,3, False
OH,32,415, no, yes,31,2328,97,3958,1835,111,156,2068,111,931,13,2,351,0, False
VA,133,408, no, yes,39,2399,107,4078,2538,77,2157,1287,85,579,67,3,181,5, False
FL,185,408, no, no,0,556,97,945,2887,83,2454,1112,110,5,121,3,327,2, False
CO,103,415, no, yes,37,1535,78,261,2419,108,2056,2447,110,1101,106,3,286,1, False
NY,91,510, no, no,0,1098,100,1867,1896,104,1612,2067,85,93,111,3,3,1, False
WV,131,415, no, no,0,1961,89,3334,1855,87,1577,250,132,1125,52,6,14,2, False
LA,153,510, no, no,0,1668,127,2836,1435,121,122,2107,130,948,118,4,319,0, False
MA,132,415, no, yes,25,1132,96,1924,2699,107,2294,2291,87,1031,71,7,192,2, False
UT,148,510, no, no,0,203,92,3451,1509,125,1283,2455,131,1105,146,9,394,1, False
AL,141,408, no, no,0,2428,90,4128,2341,80,199,2115,104,952,6,3,162,5, False
ME,105,415, no, no,0,1565,102,2661,1402,134,1192,2274,111,1023,122,2,329,2, False
TX,169,408, no, no,0,2667,105,4534,1582,88,1345,2877,111,1295,138,3,373,3, True
ND,127,415, no, yes,23,182,80,3094,2161,85,1837,1569,82,706,98,4,265,1, False
CO,57,415, no, no,0,859,92,146,1939,127,1648,2315,93,1042,101,2,273,0, False
LA,123,415, no, yes,33,1466,87,2492,1148,59,976,2204,99,992,29,7,78,0, False
MT,103,510, no, yes,35,1105,101,1879,2083,81,1771,874,77,393,139,2,375,4, True
OR,101,415, no, no,0,1186,89,2016,1996,97,1697,533,61,24,115,5,311,1, False
NH,123,415, no, yes,22,1976,105,3359,80,86,68,1208,82,544,156,12,421,2, False
NE,78,510, no, yes,32,2103,116,3575,1922,83,1634,2461,92,1107,108,4,292,6, False
WV,101,415, no, yes,28,2203,96,3745,2858,72,2429,203,111,914,94,6,254,4, False
NV,129,415, no, no,0,150,98,255,2324,101,1975,2612,123,1175,125,6,338,1, False
MA,67,415, no, yes,34,1617,114,2749,2076,115,1765,2057,114,926,92,4,248,0, False
MI,37,415, no, no,0,1914,116,3254,1674,99,1423,2165,112,974,14,5,378,3, False
KY,64,415, yes, no,0,1467,83,2494,1483,91,1261,2386,69,1074,125,3,338,3, False
WV,173,510, no, no,0,1094,103,186,1013,111,861,1673,106,753,78,7,211,1, False
KY,135,510, no, no,0,1441,115,245,2498,68,2123,2114,82,951,136,3,367,1, False
NJ,75,415, no, yes,42,2489,93,4231,1708,108,1452,1045,91,47,112,8,302,1, False
ME,88,415, no, no,0,857,112,1457,2216,70,1884,1906,75,858,116,3,313,4, True
TX,112,415, no, no,0,2148,112,3652,2097,104,1782,1644,97,74,94,5,254,3, False
MN,113,408, no, no,0,1589,137,2701,2428,109,2064,2478,97,1115,65,4,176,0, False
VA,121,510, no, yes,28,110,94,187,1415,76,1203,2373,87,1068,64,3,173,2, False
DC,70,415, no, no,0,1528,145,2598,1836,102,1561,1518,75,683,105,2,284,1, False
MD,90,415, no, no,0,1456,103,2475,1971,137,1675,2945,83,1325,105,4,284,0, False
RI,39,408, no, no,0,933,83,1586,1996,114,1697,2062,104,928,65,4,176,0, False
MA,142,408, no, no,0,2168,134,3686,1878,106,1596,1381,108,621,83,2,224,0, False
MD,176,408, no, no,0,2019,101,3432,1547,78,1315,1644,79,74,9,2,243,1, False
NM,105,408, no, no,0,1464,81,2489,2251,80,1913,2301,117,1035,85,2,23,1, False
MN,57,415, no, no,0,2727,74,4636,2249,85,1912,1782,104,802,105,3,284,2, True
MI,110,510, no, no,0,189,92,321,2584,81,2196,1096,74,493,148,4,4,1, False
AZ,88,415, no, no,0,1728,81,2938,1934,90,1644,896,107,403,128,5,346,2, False
AL,95,408, no, no,0,1902,119,3233,1571,70,1335,1815,120,817,14,6,378,0, False
MI,147,415, no, no,0,1306,83,222,2081,144,1769,2046,72,921,156,3,421,3, False
SC,101,415, no, no,0,1584,92,2693,188,117,1598,2197,125,989,135,4,365,4, True
MS,115,415, no, no,0,1665,111,2831,2362,98,2008,2056,92,925,156,2,421,1, False
MS,103,415, no, no,0,1293,103,2198,2028,89,1724,233,126,1049,129,2,348,2, False
CA,82,415, no, no,0,1993,112,3388,1934,120,1644,2544,117,1145,7,10,189,0, False
MD,141,415, no, no,0,1851,126,3147,233,98,1981,1522,106,685,91,7,246,0, False
ND,149,408, no, no,0,1754,80,2982,1974,127,1678,1882,102,847,97,2,262,2, False
IL,131,510, no, no,0,2634,123,4478,1519,74,1291,2185,101,983,107,2,289,2, False
SD,119,510, no, no,0,942,108,1601,2641,100,2245,2037,79,917,73,3,197,1, False
AL,112,510, no, no,0,1894,83,322,219,89,1862,168,116,756,71,8,192,3, False
NV,116,510, no, yes,35,118,103,2006,1672,106,1421,2057,102,926,118,2,319,2, False
LA,94,415, no, no,0,2121,98,3606,1894,89,161,3522,95,1585,84,5,227,3, False
VA,90,408, no, no,0,222,93,3774,187,103,159,2823,124,127,124,6,335,2, False
DE,114,415, no, yes,31,2228,98,3788,1805,105,1534,1513,101,681,13,4,351,0, False
CT,63,408, no, yes,25,190,137,323,1166,76,991,1415,110,637,122,2,329,1, False
CO,130,408, no, no,0,2718,129,4621,2372,128,2016,2101,91,945,87,2,235,4, True
MA,122,408, no, yes,29,1954,83,3322,2682,93,228,168,95,756,84,6,227,3, False
OR,166,510, no, no,0,1996,93,3393,2143,99,1822,1968,110,886,72,5,194,3, False
WA,62,415, no, no,0,100,98,17,1735,95,1475,218,122,981,101,4,273,0, False
SC,78,415, no, yes,21,1606,85,273,2231,79,1896,124,92,558,95,1,257,2, False
IN,148,415, no, yes,26,1587,91,2698,1605,127,1364,2183,88,982,99,3,267,1, False
MD,154,510, no, no,0,1545,122,2627,2142,71,1821,178,105,801,12,2,324,3, True
NV,110,408, no, yes,34,1923,114,3269,1293,114,1099,1363,102,613,63,12,17,1, False
TX,75,415, no, no,0,3051,106,5187,188,115,1598,2354,116,1059,85,5,23,0, True
ND,84,408, no, yes,38,193,106,3281,1536,106,1306,2604,87,1172,74,5,2,2, False
WV,113,510, no, no,0,725,88,1233,204,112,1734,1179,118,531,66,3,178,1, False
CO,181,510, no, yes,40,1052,61,1788,3413,79,2901,1657,97,746,63,3,17,2, False
TX,51,415, no, no,0,1805,88,3069,1347,102,1145,1707,97,768,10,3,27,2, False
FL,102,408, no, yes,29,2147,86,365,3143,109,2672,2802,110,1261,143,2,386,0, False
AL,107,408, no, no,0,868,95,1476,1081,85,919,2043,87,919,132,3,356,1, False
WV,88,510, no, no,0,1315,99,2236,1748,128,1486,1842,83,829,79,2,213,5, True
MI,82,415, no, no,0,1354,102,2302,2371,122,2015,1183,91,532,175,4,473,0, False
NY,204,415, no, no,0,1743,85,2963,2541,95,216,1764,96,794,59,3,159,6, False
MS,130,510, no, no,0,2039,63,3466,1918,93,163,1325,125,596,121,4,327,3, False
MO,174,510, no, no,0,2355,108,4004,1423,143,121,3167,131,1425,125,5,338,0, False
AR,129,415, no, no,0,157,113,2669,2569,97,2184,1855,126,835,121,2,327,2, False
MS,190,415, yes, no,0,1119,55,1902,223,124,1896,2432,81,1094,10,7,27,3, False
NY,54,510, yes, no,0,2363,91,4017,1528,130,1299,1603,98,721,112,8,302,3, False
SD,78,408, no, no,0,1636,88,2781,2834,93,2409,2621,108,1179,86,9,232,0, False
AK,100,415, no, yes,29,2136,127,3631,1759,82,1495,2072,100,932,89,3,24,1, False
WV,70,510, no, yes,30,1434,72,2438,170,92,1445,1279,68,576,94,4,254,3, False
SC,111,510, no, no,0,783,119,1331,1982,94,1685,2485,94,1118,121,4,327,1, False
VA,117,408, no, no,0,971,98,1651,228,131,1938,240,111,108,106,3,286,1, False
MS,68,415, no, no,0,941,93,16,1476,80,1255,2135,85,961,101,2,273,0, False
SD,27,510, no, no,0,2263,95,3847,2743,109,2332,2427,119,1092,82,3,221,2, True
MN,91,415, no, no,0,1338,61,2275,1588,96,135,1896,92,853,105,2,284,1, False
AL,181,415, no, yes,27,1903,93,3235,249,127,2117,2157,82,971,106,4,286,1, False
CO,118,415, no, yes,36,2949,106,5013,1657,115,1408,1892,63,851,98,5,265,3, False
ME,112,415, no, no,0,1854,114,3152,1914,119,1627,144,78,648,10,11,27,2, False
GA,93,415, no, no,0,1795,121,3052,1919,131,1631,1655,125,745,12,4,324,0, False
AZ,102,408, no, no,0,158,94,2686,2079,100,1767,1904,120,857,101,10,273,0, False
MA,93,415, no, no,0,173,131,2941,1904,108,1618,290,66,1305,104,2,281,0, False
AZ,107,415, no, yes,32,1342,101,2281,2119,145,1801,1676,138,754,82,5,221,1, False
IN,100,415, no, yes,32,1252,123,2128,2309,101,1963,192,106,864,126,9,34,3, False
DE,115,415, no, no,0,1959,111,333,227,108,193,3132,113,1409,132,1,356,2, False
WI,63,510, no, yes,13,2142,61,3641,1812,88,154,174,68,783,103,2,278,0, False
